Latitude,Longitude ,State,Police Department,Requires De-Escalation,"(Policy Language) Requires De-Escalation: Does the policy require officers to de-escalate situations, when possible?",Bans Chokeholds and Strangleholds,"(Policy Language) Bans Chokeholds and Strangleholds: 
 Are chokeholds and strangleholds (including carotid restraints) explicitly prohibited, except in situations where deadly force is authorized?",Duty to Intervene,"(Policy Language) Duty to Intervene: 
 Are officers required to intervene when witnessing another officer using excessive force?",Warn Before Shooting,"(Policy Language) Warn Before Shooting: 
 Are officers required to give a verbal warning before shooting someone, when possible?",Moving Vehicles,"(Policy Language) Moving Vehicles: 
 Are officers prohibited from shooting at people in moving vehicles unless the subject presents a separate deadly threat other than the vehicle itself?",Comprehensive Reporting,"(Policy Language) Comprehensive Reporting: 
 Are all uses of force required to be reported, including the pointing of a firearm at a civilian?",Requires Exhaust Other Means Before Deadly Force,(Policy Language) Does the require officers to exahust all other possible means before resorting to deadly force?,Is a Force Continuum or Matrix included?,"(Policy Language) Is a Force Continuum or Matrix included in the Policy, defining the types of force/weapons that can be used to respond to specific types of resistance? (Y//N)",Year of most recent policy,Combined Total Number of Policies,Number of Police Killings (2015-April 2016),Police Killings Rate,Total Population,Black Population,White Non-Hispanic Population,All Law Enforcement Employees,Total Officers,Officers per 10k population,Violent Crime Rate,The Guardian fatal shootings,percent_black_population,percent_white_population
,,Ohio,Columbus,0,No.,1,"Yes. Bans chokeholds and carotid restraints unless in deadly force situation: ""However, during a situation involving the infliction or
 threatened infliction of serious physical harm, the use of an untrained
response (e.g., neck restraints), while not normally authorized, may
be reasonable to end the threat and survive the encounter.""",0,No.,1,"Yes. ""If reasonable, sworn personnel should give a verbal warning of the
intention to use deadly force.""",0,"No. ""Sworn personnel may only fire a weapon at the driver or occupant of a
moving vehicle when there is an articulable, reasonable belief that the
subject poses an immediate threat of death or serious physical harm
to himself, herself, or others.""",0,No. Pointing a weapon at a civilian is not required to be reported.,0,"No. Officers can use reasonabe amount of force, whether it is necessary or not. ""Police officers
shall not use more force than is reasonable in a particular incident""",1,Yes.,2014,3,8,10.16475802,787033,217694,466615,2254,1876,23.8,5.5,8,0.276600854,0.592878571
,,Texas,Corpus Christie,1,"Yes. Requires officers to try verbal pursuasion before resorting to force. ""It is the
officers responsibility to first exhaust every reasonable means of employing the minimum amount
of force necessary:
(a) Professional Presence- Entering a scene
(b) Verbal Communications- Dialogue
(c) Weaponless Strategies- Soft-Escorts, Takedowns, Come-a-longs, etc. Hard- Punches,
Kicks, etc.
(d) Intermediate Weapons- O.C. (Pepper) Spray, Taser, Baton or Impact weapons
(e) Deadly Force-Any force in the manner of its use that is capable of causing death or serious
bodily injury.""",1,"Yes. ""The use of a choke hold calculated to induce immediate unconsciousness ￵
deadly force;""",1,"Yes. ""200.2.1 DUTY TO INTERCEDE
Any officer present and observing another officer using force that is clearly beyond that which
is objectively reasonable under the circumstances shall, when in a position to do so, intercede
to prevent the use of unreasonable force. An officer who observes another employee use force
that exceeds the degree of force permitted by law shall promptly report these observations to a
supervisor.""",1,"Yes. ""When feasible, a warning shall be given to the offender prior to the use of deadly force.""",0,"No. ""From a moving vehicle or at a moving vehicle unless immediately necessary to
protect the officer or another from death or serious bodily injury;""
""Officers may only discharge a firearm at a moving vehicle when:
i. There is imminent danger of serious bodily injury to the officer or another
person and;
ii. No other reasonable means are available at that time to avoid or eliminate
the danger.""",0,No. Pointing a weapon at a civilian is not required to be reported.,1,"Yes. ""Officers shall use only that amount of force that reasonably appears necessary given the facts
and circumstances perceived by the officer at the time of the event to accomplish a legitimate law enforcement purpose.""
""Officers may use deadly force when immediately necessary to protect themselves or another
person from death or serious bodily injury. It shall be incumbent on every officer to exhaust
every reasonable means of employing the least amount of force to accomplish the purpose.""
""Under no circumstances will the force used be greater than necessary and in no instance will
deadly force be used other than as a last resort and only in the situations stated in 200.4.2 of
this chapter.""
""Employees who use non-deadly force shall use the minimum force necessary.""
""It is the officers responsibility to first exhaust every reasonable means of employing the minimum amount
of force necessary:
(a) Professional Presence- Entering a scene
(b) Verbal Communications- Dialogue
(c) Weaponless Strategies- Soft-Escorts, Takedowns, Come-a-longs, etc. Hard- Punches,
Kicks, etc.
(d) Intermediate Weapons- O.C. (Pepper) Spray, Taser, Baton or Impact weapons
(e) Deadly Force-Any force in the manner of its use that is capable of causing death or serious
bodily injury.""",0,No.,2014,5,2,6.552757892,305215,11912,101593,657,445,14.6,6.6,1,0.039028226,0.332857166
,,Texas,Dallas,1,"Yes. ""Where there is no apparent need to take a suspect into immediate physical custody, officers should utilize tactics
designed to de-escalate the situation and facilitate a safer resolution whenever reasonably possible. The use of
delaying tactics in order to obtain more favorable physical cover and additional officer presence is encouraged, as
long as the safety of the officer, citizens, and subject is not compromised in doing so.""",0,"No. Policy does not ban chokeholds or strangleholds but does ban knuckles, slappers, blackjacks, using flashlights as weapons or self-defense tools, use of deadly force to protect property, warning shots",0,No.,0,No.,0,"No. ""Discharging Firearms at Moving Vehicles -
1. Discharging firearms at a moving or fleeing vehicle is prohibited unless it is necessary to prevent imminent
death or serious bodily injury to the officer or another person.
2. Officers will not voluntarily place themselves in a position in front of an oncoming vehicle where deadly force is
a probable outcome.
3. When confronting an oncoming vehicle, officers will move out of its path, if possible, rather than fire at the
vehicle.""",0,No. Pointing a weapon at a civilian is not required to be reported.,0,"No. ""In all cases the Dallas Police Department dictates that only necessary force is justified. Any force above that act would be unjustified and the goal of control violated."" p. 1",1,Yes.,2015,2,6,5.009116592,1197816,294159,345205,4241,3666,30.6,6.6,5,0.245579455,0.288195349
,,Colorado,Denver,1,"Yes. 1.a: Officers may either escalate or de-escalate the use of force as the situation progresses or circumstances change. Officers should recognize that their conduct immediately connected to the use of force may be a factor which can influence the level of force necessary in a given situation. When reasonable under the totality of circumstances, officers should use advisements, warnings, verbal persuasion, and other tactics and recognize that an officer may withdraw to a position that is tactically more secure or allows an officer greater distance in order to consider or deploy a greater variety of force options. When a suspect is under control, either through the application of physical restraint or the suspect's compliance, the degree of force should be de-escalated accordingly.",0,"No. No explicit ban on chokeholds, strangleholds (i.e. Carotid Restraints) authorized as deadly force.
 6.B.3.c: Carotid Compression Technique
 1. Only officers who have been trained by the Denver Police Department in the application of the carotid compression technique may utilize this force option. Application of the carotid compression technique shall be considered a use of force and must meet the requirements of all department policies and procedures and the Colorado Revised Statutes.
 2. Acceptable application of the carotid compression technique:
 a. To incapacitate a combative or physically resistive person whose conduct rises to the level of Aggravated Active Aggression. The purpose is to subdue the person to the point they can be safely controlled and taken into custody. This use of force option becomes necessary when other force options would be inappropriate or ineffective under the circumstances. (Aggravated Active Aggression - Deadly force encounter)
 3. Officers should be mindful not to apply direct pressure to either the front of the throat, back of the neck or head area either through compounded body weight, or direct pressure from a knee or arm in an effort to gain physical control of the person. Application of such pressure can cause unintended serious bodily injury or even death.",0,"No.
 Required to report, but not intervene.
 An officer who witnesses inappropriate, unnecessary, unreasonable or excessive use of force by another officer shall report it immediately to a command or supervisory officer.",1,"Yes
 105.05.3: When feasible, it is necessary, to give some warning before engaging in the use of deadly force. If possible, identify yourself as a police officer, give the command you want followed, and state your intention to shoot.",0,"No.
 105.05.A: Officer(s) shall not discharge a firearm at a moving vehicle or its occupant(s) in response to a threat posed solely by the vehicle unless the officer has an objectively reasonable belief that:
 1. The vehicle or suspect poses an immediate threat of death or serious physical injury to the officer or another person and
 2. The officer has no reasonable alternative course of action to prevent death or serious physical injury.",0,"No.
 Officers not required to report when they point a firearm at a civilian, unless it discharges.",1,"Yes. ""With these values in mind, an officer shall use only that degree of force necessary and reasonable under the circumstances. An officer may use deadly force in the circumstances permitted by this policy when all reasonable alternatives appear impracticable and the officer reasonably believes that the use of deadly force is necessary. Officers should ensure that they do not engage in unreasonable actions that precipitate the use of force as a result of tactical, strategic, and procedural errors that place themselves or others in jeopardy. The reasonableness of a particular use of force must be judged from the perspective of a reasonable officer on the scene, rather than with the 20/20 vision of hindsight. The calculus of reasonableness must embody allowance for the fact that police officers are often forced to make split-second judgments, in circumstances that are tense, uncertain, and rapidly evolving, about the amount of force that is necessary in a particular situation. The reasonableness inquiry in an excessive force case is an objective one; the question is whether the officers_ actions are objectively reasonable in light of the facts and circumstances confronting them, without regard to their underlying intent or motivation."" p. 105-1
 ""STATE STATUTES
 a. C.R.S. �18-1-707 states in the pertinent part: Use of physical force in making an arrest or in preventing an escape:
 1. ""(1) Except as provided in subsection (2) of this section, a peace officer is justified in using reasonable and appropriate physical force upon another person when and to the extent that he reasonably believes it necessary:
 a. To effect an arrest or to prevent the escape from custody of an arrested person unless he knows that the arrest is unauthorized; or
 b. To defend him self or a third person from what he reasonably believes to be the use or imminent use of physical force while effecting or attempting to affect such an arrest or while preventing or attempting to prevent such an escape.
 2. A peace officer is justified in using deadly physical force upon another person for a purpose specified in subsection (1) of this section only when he reasonably believes that it is necessary:
 a. To defend himself or a third person from what he reasonably believes to be the use or imminent use of deadly physical force; or
 b. To affect an arrest or prevent the escape from custody, of a person whom he reasonably believes:
 1. Has committed or attempted to commit a felony involving the use or threatened use of a deadly weapon; or
 2. Is attempting to escape by the use of a deadly weapon; or
 3. Otherwise indicates, except through a motor vehicle violation, that he is likely to endanger human life or to inflict serious bodily injury to another unless apprehended without delay. (The Denver Police Department policy on use of deadly force in this situation is more restrictive than state law _ see OMS 105.05(5).
 ...
 4. For the purposes of this section a reasonable belief that a person has committed an offense means a reasonable belief in facts or circumstances which if true would in law constitute an offense. If the believed facts and circumstances would not in law constitute an offense, an erroneous though not unreasonable belief that the law is otherwise does not render justifiable the use of force to make an arrest or to prevent an escape from custody. A peace officer who is affecting an arrest pursuant to a warrant is justified in using the physical force prescribed in subsection (1) and (2) of this section unless the warrant is invalid and is known by the officer to be invalid.""
 b. The community expects and the Denver Police Department requires that peace officers use only the force necessary to perform their duties. The level of force applied must reflect the totality of circumstances surrounding the immediate situation. The officer need only select a level of force that is necessary and within the range of _objectively reasonable_ options. Officers must rely on training, experience and assessment of the situation to decide an appropriate level of force to be applied. Reasonable and sound judgment will dictate the force option to be employed."" p. 105-2 & 105-3",1,Yes. - p. 105-4,2010,4,7,11.66359525,600158,58388,313012,1705,1470,24.5,6,7,0.097287714,0.521549325
,,Michigan,Detroit,0,"No. States that de-escalation is ""often appropriate"" but does not require it, when possible. ""de-escalation, disengagement, area 
 containment, surveillance, waiting out a subject,  summoning reinforcements or calling in specialized 
 units are often the appropriate response to a situation. """,1,"Yes. ""The following neck restraints are prohibited except where deadly force is authorized:
1. Carotid submission hold;
2. A hold which interrupts the blood_s flow to the brain;
3. A _sleeper hold_ that can result in a person losing consciousness and/or death;
4. Bent arm submission hold/Hammer lock carotid hold. This hold restricts airflow to
the trachea and can result in a loss of consciousness and/or death; and
5. All other chokeholds. """,0,No.,1,"Yes. ""If feasible, officers shall identify themselves and state their intention to shoot
before using a firearm.""",0,"No.""Firearms shall not be discharged at a moving vehicle unless a person in the vehicle is
immediately threatening the officer or another person with deadly force or serious
bodily injury.
Officers shall not knowingly place themselves into the path of a moving vehicle or
into the likely path of a vehicle that is currently stopped but is under the immediate
control of a driver. When feasible, officers should attempt to move out of the path
of any moving vehicle to a position of cover. Officers shall not discharge their
weapon except in instances where the officer_s life or life of others is in immediate
peril and there is no reasonable or apparent means of avoiding the threat. """,0,No. Pointing a weapon at a civilian is not required to be reported.,1,"Yes. ""Deadly force is not authorized if less lethal force could reasonably be used to prevent the escape of a dangerous fleeing subject, or a subject fleeing from a violent
felony crime.""",1,Yes.,2014,4,1,1.400997791,713777,586573,55604,3210,2890,40.5,19.9,1,0.821787477,0.077901081
,,North Carolina,Durham,1,"Yes. The use of force should be used only with the greatest restraint and only
after discussion, negotiation and persuasion have been found to be
inappropriate or ineffective.",0,"No. Bans chokeholds but not carotid restraints. ""Chokeholds are considered a use of deadly physical force. Officers of this department are not trained
in the use of chokeholds and therefore, are prohibited from utilizing.""",0,No.,0,No.,0,"No."" Firing at moving vehicles is prohibited except in those situations where the immediate probability of serious injury or death exists for the officer(s) and/or an innocent third party. Officers must reasonably believe that the
only means of protecting themselves or a third party in this situation is the use of deadly force.""",0,No. Pointing a weapon at a civilian is not required to be reported.,0,"No. ""A police officer will never employ unnecessary force or violence and will
use only such force in the discharge of duty as is reasonable in all
circumstances.""

""Officers of the Durham Police Department shall use only the force necessary to achieve a lawful objective.
When any officer uses a lethal or less-than-lethal weapon, or any force that results in injury, the details
surrounding the use shall be reported by the officer(s) involved.""

""Officers are justified in using deadly physical force upon another person when it is or appears to be reasonably
necessary thereby:
_ To defend themselves or a third person from what the officer reasonably believes to be the use or
imminent use of deathly physical force;
_ To effect an arrest or to prevent the escape from custody of a person whom they reasonably believe is
attempting to escape by means of a deadly weapon, or by their conduct or any other means indicates that
they present an imminent threat of death or serious physical injury to others unless apprehended without
delay.""",1,Yes.,2015,2,1,4.37962598,228330,92285,86519,598,485,21.2,7.3,1,0.404173784,0.37892086
,,Texas,El Paso,0,No.,0,No.,0,No.,1,"Yes. ""When feasible, Officers will give a warning before using any force including
deadly force. Officers must identify themselves as Police Officers and convey
their purpose and reason for the use of force unless the Officer believes such
information is already known by the suspect or the information cannot
reasonably be made known to the suspect.""",0,No.,0,No. Pointing a weapon at a civilian is not required to be reported.,1,"Yes. ""It is the policy of this Department that Officers will use only that force reasonably necessary 
to effectively bring an incident under control while protecting the lives of the Officer or other persons.""
""3-101.05 SITUATIONAL FORCE MODEL. The Department recognizes that a
Police Officer may have to immediately resort to any level of force appropriate for
the situation at hand. The Situational Force Model is designed to show that an
Officer has a variety of force levels available and will select the least violent means
relative to the situation. The Officer will rely on objectively reasoned discretion to
make the selection.""",1,Yes. - Situational Force model,1999,3,5,7.702724145,649121,18155,92426,1279,1078,16.6,3.9,4,0.027968591,0.142386396
,,Indiana,Fort Wayne,0,No.,0,No.,0,No.,1,"Yes. ""Before using a firearm, police officers shall identify themselves and state their
intent to shoot, when tactically feasible.""",1,"Yes. ""Police officers shall not fire their weapons at or from a moving vehicle.""",0,"No. Pointing a weapon at a civilian is not required to be reported. ""Any officer either on or off duty, that discharges a firearms either accidentally or
intentionally, other than at a firearms range or sporting activity shall make a
Firearms Discharge Report.""",0,"No. ""Therefore, it is the policy of this department that police officers shall use only that force which appears reasonably necessary
to effectively bring an incident under control, while protecting the lives of the officer or another.
Only that amount of force necessary to overcome the resistance being offered shall be used .""",1,Yes.,2015,3,2,7.883606435,253691,38514,178436,493,458,18.1,3.2,2,0.151814609,0.703359599
,,Texas,Fort Worth,0,No.,1,"Yes. ""Officers are pro hib ited from using choke holds and other types of neck-restrain ing tech niques except when protecting them selves or others against an imminent threat of serious bodily and death.""",0,No.,0,No.,0,No.,0,No. Pointing a weapon at a civilian is not required to be reported.,0,"No. - ""Under no  circumstances will the force used by an offi cer be greater than nec es sary to make an arrest or a detention or to protect oneself or another, nor will the force be used longer than necessary to subdue the suspect, and deadly force shall not be used ex cept as spe cif i cally pro vided in this directive.""

""The use of deadly force is au tho rized only when it is nec es sary for of fi cers to pro tect them selves or oth ers from an im -
me di ate threat of death or se ri ous bodily in jury.""",1,Yes.,2008,2,6,8.094915584,741206,136941,309312,1918,1505,20.3,5.6,7,0.184754306,0.417309088
,,California,Fremont,0,"No. A peace officer who makes or attempts to make an arrest need not retreat or desist from his/her efforts""",0,"No. ""300.5.4 CAROTID CONTROL HOLD
The proper application of the carotid control hold may be effective in restraining a violent or
combative individual. However, due to the potential for injury, the use of the carotid control hold
is subject to the following:
(a) The officer shall have successfully completed department-approved training in the use and
application of the carotid control hold.
(b) The carotid control hold may only be used when circumstances perceived by the officer at
the time indicate that such application reasonably appears necessary to control a person in
any of the following circumstances:
1. The subject is violent or physically resisting.
2. The subject, by words or actions, has demonstrated an intention to be violent and
reasonably appears to have the potential to harm officers, him/herself or others.
(c) The application of a carotid control hold on the following individuals should generally
be avoided unless the totality of the circumstances indicates that other available options
reasonably appear ineffective, or would present a greater danger to the officer, the subject or
others, and the officer reasonably believes that the need to control the individual outweighs
the risk of applying a carotid control hold:
1. Females who are known to be pregnant
2. Elderly individuals
3. Obvious juveniles""",1,"Yes. ""300.2.1 DUTY TO INTERCEDE
Any officer present and observing another officer using force that is clearly beyond that which
is objectively reasonable under the circumstances shall, when in a position to do so, intercede
to prevent the use of unreasonable force. An officer who observes another employee use force
that exceeds the degree of force permitted by law shall promptly report these observations to a
supervisor.""",1,"Yes. ""a verbal warning should precede the use of deadly force, when possible.""",0,"No. ""300.6.1 SHOOTING AT OR FROM MOVING VEHICLES
Shots fired at or from a moving vehicle are rarely effective. Officers should move out of the path of
an approaching vehicle instead of discharging their firearm at the vehicle or any of its occupants.
An officer should only discharge a firearm at a moving vehicle or its occupants when the officer
reasonably believes there are no other reasonable means available to avert the threat of the
vehicle, or if deadly force other than the vehicle is directed at the officer or others.
Officers should not shoot at any part of a vehicle in an attempt to disable the vehicle.""",0,No. Pointing a weapon at a civilian is not required to be reported.,0,"No. ""Officers shall use only that amount of force that reasonably appears necessary given the facts and circumstances perceived by the officer at the time of the event to accomplish a legitimate law enforcement purpose.""",0,No.,2014,2,2,9.341909206,214089,6743,56766,302,192,9,1.2,2,0.031496247,0.265151409
,,California,Fresno,0,No.,0,No.,0,No.,1,"Yes. ""Officers shall, when practical, identify themselves and state their intention to shoot before using a
firearm.""",0,"No. ""Shooting at or from moving vehicles is rarely effective and can be hazardous to both innocent persons
and officers. In isolated situations, circumstances may justify shooting at or from a moving vehicle.
Department members should avoid maneuvering into the path of a moving vehicle and should move out
of the path of a moving vehicle rather than attempt to fire at the vehicle or its occupants.""",0,"No. Pointing a weapon at a civilian is not required to be reported. ""7.1 RESPONSE TO RESISTANCE FORMS
A supervisor shall complete a Response to Resistance Form under the following circumstances: (4.08 b, c)
(NOTE: A sworn supervisor shall complete Response to Resistance Forms for CSOs and CSIs.)
a. Use of chemical agent with injury or accompanied with second tactic. (4.08b)
b. Use of tire deflation devices.
c. Use of impact weapons (baton, SAGE SL6, etc.). (4.08b)
d. K-9 dog bites, other than accidental. (4.08c)
e. Use of electronic control devices (TASER). (4.08b)
f. Forearm/knee/open and closed hand strikes. (4.08c)
g. Kicks.h. Use of any technique or the application of any weapon that results in actual or claimed (evident or nonevident)
injury. (4.08b)
i. Use of chemical agent without claimed or evident injury (excluding the effects of the chemical agent) will
require a Chemical Agent Short Form.
(NOTE: When a firearm is discharged, or an employee applies any technique or weapon that results in death, an
Initial Notice of Inquiry shall be generated in lieu of the Response to Resistance Form. The only exception is when an
employee utilized deadly force in the killing of a dangerous animal or one that humane consideration requires release
from further suffering, when no other means of disposition is available. In this case the employee shall complete an
Incident Report in lieu of an Initial Notice of Inquiry or Response to Resistance Form. (4.08a)",0,"No. ""It is the policy of the Department that officers shall use only that amount of force that
reasonably appears necessary, given the facts and circumstances perceived by the officer
at the time of the event, to effectively bring an incident under control.""
""The use of a firearm may only occur when it is the level of force that is objectively reasonable to protect
other persons and/or the member from death or serious bodily injury.""",0,No.,2008,1,6,12.12942092,494665,37885,148598,1007,793,16,4.6,6,0.076587185,0.300401282
,,Texas,Garland,0,No.,0,No.,0,No.,1,"Yes. ""When feasible, a police officer should give some warning regarding the possible use of dealdy force prior to the use of deadly force.""",0,No.,0,"No. Pointing a weapon at a civilian is not required to be reported. Also: ""EXCEPTIONS TO REPORTABLE FORCE: The use of a firm grip control which does not result in injury, the appearance of injury or complaint of pain (e.g., the use of a grip to control the suspect's hands while searching or handcuffing); or that force reasonable to overcome resistance due to physical disability or intoxication, which does not result in injury, the appearance of injury or complaint of pain (e.g., lifting an intoxicated person to a standing position).""",0,"No. Reasonable, but not limited to only what is necessary. ""members of this department shall use only that force that is objectively reasonable in light of the facts and circumstances confronting them. The reasonableness of a particular use of force must be judged from the perspective of a reasonable officer (or member of this department) on the scene.""",0,No.,2008,1,2,8.815388142,226876,32164,83259,432,310,13.7,2.7,,0.141769072,0.366980201
,,Arizona,Glendale,0,No.,0,No.,0,No.,0,No.,0,No.,0,No. Pointing a weapon at a civilian is not required to be reported.,1,"Yes. ""It is the philosophy of the Glendale Police Department to use only the amount of force or control reasonably necessary to
conduct lawful public safety activities and the mission of the department. The method of force/control used is predicated on the circumstances of the contact and the amount of resistance presented by the suspect. Employees will only use the amount of force/control reasonably necessary to overcome this resistance, protect property, and save lives. Under no circumstances will the force/control used be greater than necessary to achieve lawful objectives. Deadly force should not be used unless an employee reasonably believes it is necessary to protect the employee or other persons from imminent danger of death or serious physical injury.""

""It is the philosophy of the department to use deadly physical force only to overcome an attack, which could produce serious physical injury or death to the employee or to another person, where no other means are reasonably available to overcome the attacker. use of deadly physical force will be presumed to be a deviation of policy and as such, the employees must substantiate the necessity for the use of the weapon and/or force.""",1,Yes.,2012,2,2,8.821414867,226721,12766,116866,553,408,18,3.9,2,0.056307091,0.515461735
,,North Carolina,Greensboro,1,"Yes. The use of force should be used only with the greatest restraint and only
after discussion, negotiation and persuasion have been found to be inappropriate or ineffective.",0,No.,0,No.,0,No.,0,No.,0,No. Pointing a weapon at a civilian is not required to be reported.,0,"No. ""This Statute allows that officers are justified in using force
upon another person:
_ When the officer reasonably believes the force is necessary.
_ And to the extent the officer reasonably believes the force is necessary.
Officers may use this reasonable force to:
_ Prevent the escape, or effect the arrest of, a person whom the officer reasonably believes has
committed a criminal offense. This provision does not apply to any arrest which the officer
knows to be unauthorized.
_ Defend himself, or other person, from what the officer reasonably believes is the use, or
imminent use of, physical force. This provision applies to situations where an officer is
effecting or attempting to effect an arrest, or while the officer is preventing or attempting to
prevent an escape.
Officers will rely on the standards as set forth in N.C.G.S. 15A-401(d)(2) to determine if the use of
deadly force is appropriate. N.C.G.S. 15A-401(d)(2)(a and b) allows that officers are justified in
using deadly force upon another person when the officer reasonably believes deadly force is
necessary:
_ To defend the officer, or another person, from what the officer reasonably believes to be the
use or imminent use of deadly physical force.
_ To effect the arrest, or prevent the escape from custody of, a person whom the officer
reasonably believes is attempting to escape by means of a deadly weapon.
_ To effect the arrest, or prevent the escape from custody of, a person whom the officer
reasonably believes presents an imminent threat of death or serious physical injury to others
unless apprehended without delay.""",0,No. Displays weapons and resistance levels but there's no indication of which weapons to use to respond to which force levels.,2015,1,1,3.708290997,269666,108233,122888,746,641,23.8,4.8,1,0.401359459,0.455704464
,,Nevada,Henderson,1,"Yes. ""When reasonable, based on the totality of circumstances, officers shall use advisements, warnings, verbal persuasion, and other tactics and recognize that an officer may withdraw to a position that is tactically more secure or allows an officer greater distance in order to consider or deploy a greater variety of force options. In the spirit of using verbal commands as a reasonable force option in an attempt to de-escalate or defuse a situation, occasional aggressive language could be deemed reasonable if needed and that language is used in context to control a situation.""",0,No.,1,"Yes. ""Any officer that is a witness to another officer using force that may be excessive, unnecessary or is clearly beyond the force that is objectively reasonable under the circumstances shall, when safe and in the position to do so, intervene to prevent the use of that force. A sworn police officer who witnesses such force, that he/she knows by training and experience to be excessive or unnecessary, by another officer should promptly report these observations to a supervisor.""",0,No.,0,"No. ""An Officer should only discharge a firearm at a moving vehicle or its occupants when the officer reasonably believes that he/she, another officer or any other person is in imminent danger due to the facts and circumstances known to the officer, and there are no other reasonable means available to stop the deadly threat of the driver/vehicle or if the occupants of that vehicle pose a deadly threat to officers or others.""",0,No. Pointing a weapon at a civilian is not required to be reported.,0,"No. Reasonable standard, not limited to only necessary force. ""A peace officer may use reasonable force to affect an arrest, to prevent escape or to overcome resistance as per state law. A sworn police officer who is making an arrest, attempting to make an arrest, de-escalate or control a situation that is unlawful, protect citizens or other officers or achieve any other legitimate law enforcement objective, is not compelled to retreat, cease or desist from his/her efforts due to the resistance of or threatened resistance of the person being arrested.""

Stricter standard for deadly force against fleeing felon: ""In consideration of employing deadly force utilizing the calculus for Objective Reasonableness, members may use deadly force to apprehend a fleeing felon ONLY when every other reasonable means of effecting the arrest or preventing the escape has been exhausted AND,
_ The suspect fleeing poses an immediate threat of death or serious bodily harm to the member or others; OR
_ There is probable cause to believe the crime committed or attempted was a violent felony, which involved an actual or threatened attack which could result in death or serious bodily harm; AND
_ There is probable cause to believe the person fleeing committed or attempted to commit the crime, AND
_ Failure to immediately apprehend the person places a member or the public in immediate danger of death or serious bodily injury; AND
_ The lives of innocent persons will not be endangered if deadly force is used.
Additionally, in the Detention Center, use of non-deadly force is justifiable to protect property, control offenders and to do involuntary Blood Draws by a nurse for DUI's when required by state law.""",0,No. Groups all types of force responses/weapons into deadly and less-lethal force categories.,2015,2,1,3.880044543,257729,12471,177039,550,346,13.4,1.6,1,0.048388035,0.686919206
,,Hawaii,Honolulu,1,"Yes. ""Officers shall, when practicable, give voice directions to elicit voluntary compliance before, during, and after any use of force.""",0,"No. Officers are authorized to use...the vascular neck restraint only after successfully completing the department-approved training.""",0,No.,1,"Yes. ""Officers shall, when practicable, give voice directions to elicit voluntary compliance before, during, and after any use of force.""",0,"No. Prohibited ""unless the operator and/or occupant(s) of the vehicle pose an immediate threat of death or serious bodily injury and/or are attempting to use deadly force against the officer or other(s).""",0,No.,0,"No. Reasonable standard, not limited to only necessary force. ""Police officers may use reasonable force to effectivel y bring an 
incident under control, while protecting the lives of officers
and others.""",1,Yes. - 7 levels of resistance; 8 levels of control,2015,3,1,2.965106625,337256,4642,55762,2554,2066,21,7.7,0,0.013764025,0.165340276
,,Texas,Houston,0,"No.
 No requirement to de-escalate situations, when possible.",0,"No.
 No explicit ban on chokeholds or strangleholds (i.e. Carotid Restraints).",0,"No.
 No explicit requirement to report or intervene when witnessing excessive force.",0,No.,0,"No.
 Officers allowed to fire on moving vehicle in ""exigent circumstances""
 
 http://www.houstonchronicle.com/news/houston-texas/houston/article/More-revisions-expected-in-HPD-use-of-force-policy-6541407.php",0,"No.
 Officers not required to report when they point a firearm at a civilian, unless it discharges.
 
 In every situation in which a firearm, softimpact weapon, or a conducted energy
 device (CED) is discharged, even if the suspect is not struck, officers will notify
 the Command Center, write a detailed incident report, and the on-scene supervisor
 will make a supplement.",0,"No. ""_employees will limit their use of force and physical contact to only the amount reasonably necessary to protect themselves or others, to effect an arrest, or to bring an incident under control."" p. 1",1,Yes.,2008,1,14,6.66840998,2099451,485956,537901,7054,5351,25.5,9.9,14,0.231468131,0.256210314
